gt_value,prediction,error,absolute_error,relative_error,absolute_relative_error,relative_error_percent,absolute_relative_error_percent
985050,1129866.4097391302,144816.40973913018,144816.40973913018,0.1470142731223087,0.1470142731223087,14.70142731223087,14.70142731223087
444400,448961.4610013438,4561.461001343792,4561.461001343792,0.010264313684391973,0.010264313684391973,1.0264313684391972,1.0264313684391972
346500,355671.41603488626,9171.416034886264,9171.416034886264,0.026468733145414904,0.026468733145414904,2.6468733145414904,2.6468733145414904
435600,528484.4805754684,92884.48057546839,92884.48057546839,0.21323342648179153,0.21323342648179153,21.323342648179153,21.323342648179153
373700,380069.3050559475,6369.305055947509,6369.305055947509,0.017043898999056752,0.017043898999056752,1.7043898999056752,1.7043898999056752
658350,671200.5626776326,12850.562677632552,12850.562677632552,0.01951934788126764,0.01951934788126764,1.9519347881267641,1.9519347881267641
454500,515881.47798371187,61381.47798371187,61381.47798371187,0.1350527568398501,0.1350527568398501,13.50527568398501,13.50527568398501
580750,578239.4265078548,-2510.573492145166,2510.573492145166,-0.004322984919750608,0.004322984919750608,-0.4322984919750608,0.4322984919750608
349460,393519.7336776943,44059.73367769428,44059.73367769428,0.12607947598493185,0.12607947598493185,12.607947598493185,12.607947598493185
529650,457028.001909265,-72621.998090735,72621.998090735,-0.13711318434954214,0.13711318434954214,-13.711318434954215,13.711318434954215
569250,522424.9422946384,-46825.05770536163,46825.05770536163,-0.0822574575412589,0.0822574575412589,-8.22574575412589,8.22574575412589
435600,599547.417815555,163947.417815555,163947.417815555,0.3763714825885101,0.3763714825885101,37.63714825885101,37.63714825885101
376200,393356.34854764945,17156.348547649453,17156.348547649453,0.04560432894112029,0.04560432894112029,4.560432894112029,4.560432894112029
530250,473550.99311267317,-56699.00688732683,56699.00688732683,-0.10692882015526041,0.10692882015526041,-10.692882015526042,10.692882015526042
378750,419128.17204523995,40378.172045239946,40378.172045239946,0.10660903510294376,0.10660903510294376,10.660903510294375,10.660903510294375
1138500,1073624.2245191662,-64875.775480833836,64875.775480833836,-0.05698355334284922,0.05698355334284922,-5.698355334284922,5.698355334284922
909000,908685.8998510628,-314.10014893719926,314.10014893719926,-0.00034554471830274946,0.00034554471830274946,-0.03455447183027495,0.03455447183027495
777150,756788.5740884972,-20361.425911502796,20361.425911502796,-0.026200123414402362,0.026200123414402362,-2.620012341440236,2.620012341440236
509850,440439.47793869965,-69410.52206130035,69410.52206130035,-0.13613910377817073,0.13613910377817073,-13.613910377817074,13.613910377817074
569250,508311.4207753305,-60938.57922466949,60938.57922466949,-0.10705064422427667,0.10705064422427667,-10.705064422427666,10.705064422427666
1060500,812772.3273230041,-247727.67267699586,247727.67267699586,-0.23359516518340015,0.23359516518340015,-23.359516518340016,23.359516518340016
643500,569183.2684580763,-74316.73154192371,74316.73154192371,-0.11548831630446575,0.11548831630446575,-11.548831630446575,11.548831630446575
346500,288313.39949081116,-58186.60050918884,58186.60050918884,-0.16792669699621599,0.16792669699621599,-16.792669699621598,16.792669699621598
555500,414921.59469544643,-140578.40530455357,140578.40530455357,-0.2530664361918156,0.2530664361918156,-25.306643619181564,25.306643619181564
396000,426061.3235319768,30061.323531976785,30061.323531976785,0.07591243316155753,0.07591243316155753,7.5912433161557535,7.5912433161557535
606000,687060.3427770145,81060.34277701448,81060.34277701448,0.1337629418762615,0.1337629418762615,13.37629418762615,13.37629418762615
430650,451835.28161274566,21185.28161274566,21185.28161274566,0.0491937341524339,0.0491937341524339,4.91937341524339,4.91937341524339
494900,492379.83662784914,-2520.163372150855,2520.163372150855,-0.005092267876643474,0.005092267876643474,-0.5092267876643474,0.5092267876643474
841500,870805.2086903224,29305.208690322354,29305.208690322354,0.034824965763900595,0.034824965763900595,3.4824965763900595,3.4824965763900595
381150,414304.520155886,33154.52015588601,33154.52015588601,0.086985491685389,0.086985491685389,8.6985491685389,8.6985491685389
292900,302127.6835318023,9227.683531802322,9227.683531802322,0.03150455285695569,0.03150455285695569,3.1504552856955694,3.1504552856955694
363600,397576.7203469628,33976.7203469628,33976.7203469628,0.09344532548669637,0.09344532548669637,9.344532548669637,9.344532548669637
445500,462717.42690528376,17217.426905283763,17217.426905283763,0.038647422907483193,0.038647422907483193,3.8647422907483193,3.8647422907483193
1014750,957701.6877039664,-57048.312296033604,57048.312296033604,-0.056219080853445284,0.056219080853445284,-5.621908085344528,5.621908085344528
868600,871997.2666551799,3397.266655179905,3397.266655179905,0.003911198083329386,0.003911198083329386,0.39111980833293863,0.39111980833293863
